DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities,Target
Barabanki,ZAIDPUR,SC,TANUJ PUNIA,M,SC,32,INC,81883,2,0,Graduate,1179998,0,0
Kheri,LAKHIMPUR,GEN,UTKARSH VERMA MADHUR,M,GEN,32,SP,84929,2,0,Illiterate,14634128,0,0
Farrukhabad,BHOJPUR,GEN,ARSHAD JAMAL SIDDIQUI,M,GEN,33,SP,58796,2,0,Graduate,146663857,8526996,0
Meerut,SARDHANA,GEN,ATUL PRADHAN,M,GEN,33,SP,76296,2,20,Graduate,20654742,601073,0
Allahabad,PRATAPPUR,GEN,KARAN SINGH,M,GEN,33,OTHERS,64151,2,0,Graduate,8903044,0,0
Ballia,BANSDIH,GEN,KETAKEE SINGH,F,GEN,33,OTHERS,49514,2,1,Graduate,9455905,0,0
Sitapur,SIDHAULI,SC,MANISH RAWAT,M,SC,33,SP,75996,2,0,Post Graduate,14417532,4.00E+05,0
Jaunpur,KERAKAT,SC,SANJAI KUMAR SAROJ,M,SC,33,SP,68819,2,0,Graduate,4339131,0,0
Jhansi,BABINA,GEN,YASHPAL SINGH YADAV,M,GEN,33,SP,79876,2,0,Post Graduate,93868999,33422252,0
Balrampur,TULSIPUR,GEN,ZEBA RIZWAN,F,GEN,33,INC,43637,2,0,Post Graduate,357000,0,0
Azamgarh,PHOOLPUR PAWAI,GEN,ABUL QAIS AZMI,M,GEN,34,BSP,61140,2,0,Literate,6963184,0,0
Sonbhadra,ROBERTSGANJ,GEN,AVINASH KUSHVAHA,M,GEN,34,SP,49394,2,0,Graduate,19410604,0,0
Sambhal,CHANDAUSI,SC,KM. VIMLESH KUMARI,F,SC,34,INC,59337,2,1,Graduate,922204,0,0
Etawah,JASWANTNAGAR,GEN,MANISH YADAV PATRE,M,GEN,34,BJP,74218,2,3,Graduate,14684000,0,0
Pratapgarh,BABAGANJ,SC,PAWAN KUMAR,M,SC,34,BJP,50618,2,1,Graduate,5674000,4550,0
Gorakhpur,PIPRAICH,GEN,AFATAB ALAM URF GUDDU BHAIYA,M,GEN,35,BSP,69930,2,1,Graduate,39700218,10023062,0
Agra,AGRA NORTH,GEN,ER. GYANENDRA GAUTAM,M,GEN,35,BSP,48800,2,3,Graduate,40806253,2670741,0
Azamgarh,MEHNAGAR,SC,MANJOO SAROJ,F,SC,35,OTHERS,63625,2,0,Graduate,20211690,3178369,0
Rae Bareli,RAE BARELI,GEN,MHD. SHAHBAZ KHAN,M,GEN,35,BSP,39156,2,0,Graduate,54642570,23937690,0
Pratapgarh,PATTI,GEN,RAM SINGH,M,GEN,35,SP,73538,2,0,Post Graduate,6419118,944867,0
Aligarh,KOIL,GEN,SHAZ ISHAQ URF AJJU ISHAQ,M,GEN,35,SP,42851,2,0,Graduate,10391000,1296000,0
Kaushambi,CHAIL,GEN,TALAT AZIM,M,GEN,35,INC,45597,2,0,Graduate,14426044,569005,0
Shamli,THANA BHAWAN,GEN,ABDUL WARIS KHAN,M,GEN,36,BSP,74178,2,0,Graduate,58806919,17974,0
Baghpat,BAGHPAT,GEN,AHMED HAMEED,M,GEN,36,BSP,61206,2,0,Post Graduate,254088021,322906,0
Bulandsahar,DEBAI,GEN,HARISH KUMAR,M,GEN,36,SP,46177,2,0,12th Pass,13380000,0,0
Kheri,SRI NAGAR,SC,MEERA BANO,F,SC,36,SP,58002,2,0,Literate,8770000,0,0
Kanpur Dehat,AKBARPUR-RANIYA,GEN,NEERAJ SINGH,M,GEN,36,SP,58701,2,0,Graduate,14159613,0,0
Gorakhpur,KHAJANI,SC,RAJKUMAR,M,SC,36,BSP,51413,2,0,12th Pass,403000,0,0
Kheri,PALIA,GEN,SAIF ALI NAQVI,M,GEN,36,INC,48841,2,0,Post Graduate,5594176,0,0
Pratapgarh,RANIGANJ,GEN,SHAKEEL AHMAD KHAN,M,GEN,36,BSP,58022,2,0,12th Pass,13641524,0,0
Faizabad,AYODHYA,GEN,TEJ NARAYAN PANDEY ALIAS PAWAN PANDEY,M,GEN,36,SP,56574,2,7,Post Graduate,1103750,2113122,0
Mirzapur,CHHANBEY,SC,DHANESHWAR,M,SC,37,BSP,43539,2,0,Post Graduate,16521034,151892,0
Lalitpur,LALITPUR,GEN,JYOTI SINGH,F,GEN,37,SP,88687,2,2,Post Graduate,4259014,0,0
Varanasi,AJAGARA,SC,LALJI SONKAR,M,SC,37,SP,62429,2,1,Literate,2463821,0,0
Amroha,AMROHA,GEN,NAUSHAD ALI,M,GEN,37,BSP,59671,2,1,Graduate,10889576,0,0
Pratapgarh,VISHWANATH GANJ,GEN,SANJAY PANDEY,M,GEN,37,INC,58541,2,0,Graduate,74544740,3588352,0
Bareilly,AONLA,GEN,SIDHRAJ SINGH,M,GEN,37,SP,59619,2,0,Post Graduate,19652460,911542,0
Chitrakoot,CHITRAKOOT,GEN,VEER SINGH,M,GEN,37,SP,63430,2,10,12th Pass,36621377,4812000,0
Hamirpur,HAMIRPUR,GEN,DR. MANOJ KUMAR PRAJAPATI,M,GEN,38,SP,62233,2,0,Doctorate,11950726,14800000,0
Hardoi,SAWAYAZPUR,GEN,PADAMRAG SINGH YADAV,M,GEN,38,SP,65631,2,0,Post Graduate,18927580,1.00E+05,0
Shamli,SHAMLI,GEN,PANKAJ KUMAR MALIK,M,GEN,38,INC,40365,2,0,Graduate,53591729,3567200,0
Gautam Buddha Nagar,NOIDA,GEN,SUNIL CHOUDHARY,M,GEN,38,SP,58401,2,0,12th Pass,153368960,858000,0
Kushinagar,KHADDA,GEN,VIJAY PRATAP KUSHWAHA,M,GEN,38,BSP,44040,2,1,Graduate,6718862,5.00E+05,0
Ghaziabad,LONI,GEN,ZAKIR ALI,M,GEN,38,BSP,70275,2,0,Literate,189750228,0,0
Lucknow,LUCKNOW NORTH,GEN,ABHISHEK MISHR,M,GEN,39,SP,82039,2,0,Doctorate,21474262,925000,0
Allahabad,BARA,SC,AJAY (BHARTI MUNNA BHAIYA),M,SC,39,SP,45156,2,0,Graduate,27966513,0,0
Siddharthnagar,ITWA,GEN,ARSHAD KHURSHEED,M,GEN,39,BSP,49316,2,0,Literate,64969907,15059932,0
Gorakhpur,BANSGAON,SC,DHARMENDRA KUMAR,M,SC,39,BSP,49093,2,0,Post Graduate,153022,0,0
Bulandsahar,SYANA,GEN,DILNAWAZ KHAN,M,GEN,39,BSP,54224,2,0,Literate,25873661,5.00E+05,0
Auraiya,BIDHUNA,GEN,DINESH KUMAR VERMA,M,GEN,39,SP,77995,2,0,Post Graduate,15842026,3817488,0
Jhansi,MAURANIPUR,SC,DR.RASHMI ARYA,F,SC,39,SP,81934,2,0,Doctorate,42645117,17773061,0
Gorakhpur,CHAURI-CHAURA,GEN,MANUROJAN YADAV,M,GEN,39,SP,42203,2,0,Graduate,1682831,682625,0
Siddharthnagar,SHOHRATGARH,GEN,MO. JAMEEL,M,GEN,39,BSP,45529,2,0,12th Pass,29485433,16218900,0
Ghazipur,GHAZIPUR,GEN,RAJESH KUSHWAHA,M,GEN,39,SP,59483,2,1,Graduate,23663418,1882514,0
Rae Bareli,BACHHRAWAN,SC,SHAHAB SHARAN,M,SC,39,INC,43015,2,0,Graduate,4922091,270000,0
Azamgarh,AZAMGARH,GEN,AKHILESH,M,GEN,40,BJP,61825,2,1,Graduate,55635290,5013851,0
Budaun,SHEKHUPUR,GEN,ASHISH YADAV,M,GEN,40,SP,70316,2,1,12th Pass,34628427,0,0
Budaun,BISAULI,SC,ASHUTOSH MAURYA ALIAS RAJU,M,SC,40,SP,89599,2,0,Literate,52958608,0,0
Ghazipur,ZAMANIA,GEN,ATUL KUMAR,M,GEN,40,BSP,67559,2,13,Graduate,33266670,2776935,0
Ambedkar Nagar,KATEHARI,GEN,AWDHESH KUMAR DWIVEDI,M,GEN,40,BJP,78071,2,0,Post Graduate,13968131,0,0
Shahjahanpur,TILHAR,GEN,KUNWAR JITIN PRASADA,M,GEN,40,INC,76065,2,0,Post Graduate,92147256,0,0
Mirzapur,MARIHAN,GEN,LALITESHPATI TRIPATHI,M,GEN,40,INC,59919,2,2,Graduate,77994260,4010855,0
Kanpur Nagar,MAHARAJPUR,GEN,MANOJ KUMAR SHUKLA,M,GEN,40,BSP,40568,2,2,12th Pass,65204883,12573570,0
Bulandsahar,SIKANDRABAD,GEN,MOHD IMRAN,M,GEN,40,BSP,76333,2,0,Literate,40229298,325000,0
Baharaich,PAYAGPUR,GEN,MUKESH SRIVASTAVA ALIAS GYANENDERA PRATAP,M,GEN,40,SP,60713,2,5,12th Pass,38644472,9576778,0
Jaunpur,JAUNPUR,GEN,NADEEM JAVED,M,GEN,40,INC,78040,2,4,Post Graduate,13158937,0,0
Ambedkar Nagar,ALAPUR,SC,SANGEETA,F,SC,40,SP,59853,2,0,Literate,3446505,2050000,0
Budaun,DATAGANJ,GEN,SINOD KUMAR SHAKYA (DEEPU BHAIYA),M,GEN,40,BSP,53351,2,0,12th Pass,37634711,2500000,0
Gorakhpur,SAHAJANWA,GEN,YASPAL SINGH RAWAT,M,GEN,40,SP,56836,2,9,Literate,17299300,330534,0
Azamgarh,DIDARGANJ,GEN,ADIL SHAIKH,M,GEN,41,SP,58480,2,0,12th Pass,21528120,0,0
Sitapur,BISWAN,GEN,AFZAAL KAUSAR,M,GEN,41,SP,71672,2,0,Post Graduate,4367711,0,0
Baharaich,MAHASI,GEN,ALI AKBAR,M,GEN,41,INC,45685,2,0,Graduate,4983307,0,0
Etah,MARHARA,GEN,AMIT GAURAV,M,GEN,41,SP,59075,2,0,12th Pass,18847992,0,0
Gorakhpur,CAIMPIYARGANJ,GEN,CHINTA YADAV,F,GEN,41,INC,58782,2,0,Post Graduate,21010249,1400000,0
Jaunpur,MALHANI,GEN,DHANANJAY SINGH,M,GEN,41,OTHERS,48141,2,3,Post Graduate,51911949,11537463,0
PILIBHIT,BARKHERA,GEN,HEMRAJ VERMA,M,GEN,41,SP,46665,2,1,Graduate,10259859,898092,0
Banda,BABERU,GEN,KIRAN YADAV,F,GEN,41,BSP,53886,2,0,12th Pass,16547523,0,0
Banda,BANDA,GEN,MADHUSUDAN KUSHWAHA,M,GEN,41,BSP,50341,2,1,Graduate,5029364,0,0
Shahjahanpur,JALALABAD,GEN,MANOJ KASHYAP,M,GEN,41,BJP,66029,2,0,Graduate,9706225,2.00E+06,0
Amethi,TILOI,GEN,MOHD. SAOOD,M,GEN,41,BSP,52072,2,3,12th Pass,21418513,6822376,0
Siddharthnagar,KAPILVASTU,SC,VIJAY KUMAR,M,SC,41,SP,75928,2,0,Literate,41331099,250000,0
Varanasi,VARANASI NORTH,GEN,ABDUL SAMAD ANSARI,M,GEN,42,INC,70515,2,8,Literate,34752230,0,0
Faizabad,GOSHAINGANJ,GEN,ABHAY SINGH,M,GEN,42,SP,77966,2,8,Graduate,52962105,1150442,0
Rampur,CHAMRAUA,GEN,ALI YUSUF ALI,M,GEN,42,BSP,53024,2,14,Literate,36377573,1.00E+06,0
Bulandsahar,ANUPSHAHR,GEN,GAJENDRA SINGH,M,GEN,42,BSP,52117,2,0,Literate,89240299,0,0
Basti,BASTI SADAR,GEN,MAHENDRA NATH YADAV,M,GEN,42,SP,50103,2,4,Post Graduate,5393158,424341,0
Sultanpur,SULTANPUR,GEN,MUJEEB AHMAD,M,GEN,42,BSP,54393,2,0,12th Pass,42443308,845380,0
Muzaffarnagar,CHARTHAWAL,GEN,MUKESH KUMAR CHAUDHARY,M,GEN,42,SP,58815,2,3,Graduate,114431171,13500000,0
Hardoi,BALAMAU,SC,NEELU SATYARTHI,F,SC,42,BSP,52029,2,0,Doctorate,21952200,0,0
Mirzapur,MAJHAWAN,GEN,RAMESH CHAND BIND,M,GEN,42,BSP,66680,2,3,Literate,92499846,19588057,0
Etah,JALESAR,SC,RANJEET SUMAN,M,SC,42,SP,61694,2,0,Post Graduate,40124358,0,0
Bareilly,BHOJIPURA,GEN,SHAZIL ISLAM ANSARI,M,GEN,42,SP,72617,2,1,Graduate,27698015,1807372,0
Chandauli,SAIYADRAJA,GEN,SHYAM NARAYAN SINGH,M,GEN,42,BSP,64375,2,11,12th Pass,28322125,10798266,0
Maharajganj,PHARENDA,GEN,VIRENDRA CHAUDHARY,M,GEN,42,INC,73958,2,1,Graduate,21524000,0,0
Lucknow,SAROJINI NAGAR,GEN,ANURAG ALIAS ANURAG YADAV,M,GEN,43,SP,74327,2,0,Graduate,69062434,6915399,0
Kanpur Dehat,RASULABAD,SC,ARUN KUMARI KORI,F,SC,43,SP,54996,2,0,Post Graduate,20394475,1157636,0
Lucknow,LUCKNOW WEST,GEN,MOD REHAN,M,GEN,43,SP,79950,2,0,Graduate,20049694,1035000,0
Kushinagar,KUSHINAGAR,GEN,RAJESH PRATAP RAV ALIAS BANTI BHAIYA,M,GEN,43,BSP,49029,2,0,Illiterate,521000,0,0
Siddharthnagar,DOMARIYAGANJ,GEN,SAIYADA KHATOON,F,GEN,43,BSP,67056,2,0,Post Graduate,18868594,1294590,0
Firozabad,SHIKOHABAD,GEN,SANJAY KUMAR,M,GEN,43,SP,77074,2,0,Post Graduate,275209590,6794334,0
Hardoi,BILGRAM MALLANWAN,GEN,SUBHASH PAL,M,GEN,43,SP,75380,2,4,Graduate,29685721,941971,0
Kheri,KASTA,SC,SUNIL KUMAR LALA,M,SC,43,SP,68551,2,0,Literate,11446510,250000,0
Aligarh,CHHARRA,GEN,THAKUR RAKESH SINGH,M,GEN,43,SP,54604,2,1,Graduate,13103495,0,0
Budaun,BADAUN,GEN,ABID RAZA KHAN,M,GEN,44,SP,70847,2,0,Graduate,59778561,1124000,0
Mainpuri,BHONGAON,GEN,ALOK KUMAR,M,GEN,44,SP,72400,2,0,Graduate,28936759,0,0
Moradabad,MORADABAD RURAL,GEN,HARIOM SHARMA,M,GEN,44,BJP,69135,2,0,12th Pass,102102118,8830112,0
Kasganj,PATIYALI,GEN,KIRAN YADAV,F,GEN,44,SP,68643,2,0,12th Pass,16547523,0,0
Sant Ravidas Nagar,GYANPUR,GEN,MAHENDRA KUMAR BIND,M,GEN,44,BJP,46218,2,1,Graduate,24207232,0,0
Unnao,UNNAO,SC,MANISHA DEEPAK,F,SC,44,SP,73597,2,0,Literate,87762000,1473000,0
Bulandsahar,SHIKARPUR,GEN,MUKUL UPADHYAY,M,GEN,44,BSP,51667,2,0,Literate,65100389,10529294,0
Hardoi,SANDI,SC,OMENDRA KUMAR VERMA,M,SC,44,INC,51819,2,0,Graduate,3774044,0,0
Allahabad,KARACHHANA,GEN,PIYUSH RANJAN NISHAD SONU,M,GEN,44,BJP,65782,2,0,12th Pass,75226106,13827695,0
Ambedkar Nagar,JALALPUR,GEN,RAJESH SINGH,M,GEN,44,BJP,77279,2,0,Doctorate,6051567,0,0
Chitrakoot,MANIKPUR,GEN,SAMPAT PAL,F,GEN,44,INC,40524,2,3,Literate,12103000,0,0
Jaunpur,MARIYAHU,GEN,SHRADDHA,F,GEN,44,SP,47454,2,2,12th Pass,9232000,4121132,0
Chandauli,SAKALDIHA,GEN,SURYAMUNI TIWARI,M,GEN,44,BJP,64906,2,0,12th Pass,14437755,6472262,0
Mathura,MANT,GEN,YOGESH CHAUDHARY,M,GEN,44,OTHERS,65430,2,0,Graduate,108409140,4317567,0
Agra,AGRA SOUTH,GEN,ZULFIQAR AHMAD BHUTTO,M,GEN,44,BSP,57657,2,2,Graduate,72842986,0,0
Varanasi,SHIVPUR,GEN,ANAND,M,GEN,45,SP,56194,2,2,Post Graduate,1081596,0,0
Jaunpur,MACHHLISHAHR,SC,ANITA RAWAT,F,SC,45,BJP,68189,2,0,Literate,23182401,0,0
Hathras,HATHRAS,SC,BRAJ MOHAN RAHI,M,SC,45,BSP,63179,2,0,Graduate,4901222,810127,0
Jalaun,MADHAUGARH,GEN,GIRISH KUMAR,M,GEN,45,BSP,62752,2,0,Post Graduate,79744629,964768,0
Etawah,ETAWAH,GEN,KULDEEP GUPTA,M,GEN,45,SP,73892,2,1,Literate,34135439,4976367,0
Maharajganj,NAUTANWA,GEN,KUNWAR KAUSHAL KISHORE SINGH (MUNNA SINGH),M,GEN,45,SP,47410,2,3,12th Pass,17024648,0,0
Ballia,BALLIA NAGAR,GEN,LAXMAN,M,GEN,45,SP,52878,2,0,Post Graduate,10445716,0,0
Budaun,BILSI,GEN,MUSARRAT ALI BITTAN,M,GEN,45,BSP,55091,2,0,Literate,104966717,0,0
Fatehpur,KHAGA,SC,OM PRAKASH GIHAR,M,SC,45,INC,38520,2,1,Post Graduate,4402000,1.00E+06,0
Kanpur Nagar,GHATAMPUR,SC,SAROJ KUREEL,F,SC,45,BSP,47598,2,0,Graduate,130753452,7867300,0
Sant Kabir Nagar,DHANGHATA,SC,ALGOO PRASAD,M,SC,46,SP,62663,2,1,12th Pass,11370329,0,0
Lucknow,LUCKNOW EAST,GEN,ANURAG SINGH,M,GEN,46,INC,55937,2,2,Post Graduate,131070498,51807467,0
Budaun,SAHASWAN,GEN,ARSHAD ALI,M,GEN,46,BSP,73274,2,0,Literate,98460013,5265747,0
Jalaun,KALPI,GEN,CHHOTE SINGH,M,GEN,46,BSP,54504,2,1,Graduate,21607000,2500000,0
Deoria,RAMPUR KARKHANA,GEN,FASIHA MANZER GHAZALA LARI,F,GEN,46,SP,52899,2,0,Literate,78604212,4736613,0
Saharanpur,NAKUR,GEN,IMRAN MASOOD,M,GEN,46,INC,90318,2,6,12th Pass,45048336,0,0
Kushinagar,PADRAUNA,GEN,JAVED IQBAL,M,GEN,46,BSP,53097,2,1,12th Pass,86900953,0,0
Amroha,HASANPUR,GEN,KAMAL AKHTAR,M,GEN,46,SP,83499,2,0,Graduate,26680375,0,0
Sitapur,MISRIKH,SC,MANISH KUMAR RAWAT,M,SC,46,BSP,65731,2,0,Graduate,34923000,180000,0
Shahjahanpur,KATRA,GEN,RAJESH YADAV,M,GEN,46,SP,59779,2,6,Graduate,55088232,1898752,0
Moradabad,KUNDARKI,GEN,RAMVEER SINGH,M,GEN,46,BJP,99740,2,0,Post Graduate,73855681,7649840,0
Kannauj,CHHIBRAMAU,GEN,TAHIR HUSSAIN SIDDIQUI,M,GEN,46,BSP,74985,2,0,Graduate,131938559,16579000,0
Shahjahanpur,SHAHJAHANPUR,GEN,TANVEER KHAN,M,GEN,46,SP,81531,2,4,Graduate,14787582,0,0
Sitapur,MAHOLI,GEN,ANOOP KUMAR GUPTA,M,GEN,47,SP,77221,2,0,Graduate,420784842,22389293,0
Jhansi,GARAUTHA,GEN,DEEP NARAYAN SINGH (DEEPAK YADAV),M,GEN,47,SP,77547,2,1,Graduate,271841529,56735435,0
Muzaffarnagar,MUZAFFAR NAGAR,GEN,GAURAV SWARUP BANSAL,M,GEN,47,SP,87134,2,0,Graduate,33727841,9440436,0
Etah,ETAH,GEN,JUGENDRA SINGH YADAV,M,GEN,47,SP,61387,2,7,Graduate,187633498,3222665,0
Sant Ravidas Nagar,AURAI,SC,MADHUBALA PASI,F,SC,47,SP,63546,2,3,Graduate,32114698,2042975,0
Bijnor,NOORPUR,GEN,NAIM UL HASAN,M,GEN,47,SP,66436,2,1,Graduate,46740611,292891,0
Saharanpur,GANGOH,GEN,NAUMAN MASOOD,M,GEN,47,INC,61418,2,0,12th Pass,38774172,0,0
Saharanpur,SAHARANPUR NAGAR,GEN,RAJIV GUMBER,M,GEN,47,BJP,122574,2,3,12th Pass,7169578,150000,0
Mainpuri,KARHAL,GEN,RAMA SHAKYA,F,GEN,47,BJP,65816,2,0,Literate,7631728,0,0
Fatehpur,BINDKI,GEN,RAMESHWAR DAYAL,M,GEN,47,SP,41618,2,1,12th Pass,22955602,0,0
Saharanpur,RAMPUR MANIHARAN,SC,RAVINDRA KUMAR MOLHU,M,SC,47,BSP,75870,2,3,Literate,74312519,4317964,0
Jaunpur,MUNGRA BADSHAHPUR,GEN,SEEMA,F,GEN,47,BJP,63637,2,1,Post Graduate,14990700,1300000,0
Fatehpur,HUSAINGANJ,GEN,USHA MAURYA,F,GEN,47,INC,55002,2,0,12th Pass,16595428,1450000,0
Gorakhpur,GORAKHPUR RURAL,GEN,VIJAY BAHADUR YADAV,M,GEN,47,SP,79276,2,0,12th Pass,51418487,1632770,0
Kheri,GOLA GOKRANNATH,GEN,VINAY TIWARI,M,GEN,47,SP,67480,2,1,Literate,65788479,2637491,0
Agra,KHERAGARH,GEN,BHAGWAN SINGH KUSHWAHA,M,GEN,48,BSP,61511,2,0,Post Graduate,18207250,3099601,0
Fatehpur,FATEHPUR,GEN,CHANDRA PRAKASH LODHI,M,GEN,48,SP,57983,2,0,Graduate,22220539,0,0
Baharaich,BALHA,SC,KIRAN BHARTI,F,SC,48,BSP,57519,2,0,Graduate,24264000,0,0
Kanpur Dehat,SIKANDRA,GEN,MAHENDRA KATIYAR (BABLU),M,GEN,48,BSP,49776,2,0,Post Graduate,32729925,2514198,0
Sitapur,LAHARPUR,GEN,MO. JASMEER ANSARI,M,GEN,48,BSP,70349,2,0,Literate,9554980,0,0
Sultanpur,ISAULI,GEN,OM PRAKASH PANDEY,M,GEN,48,BJP,47342,2,0,12th Pass,13715592,0,0
Basti,HARRAIYA,GEN,RAJKISHOR SINGH,M,GEN,48,SP,66908,2,1,Graduate,49491003,0,0
Barabanki,HAIDERGARH,SC,RAM MAGAN,M,SC,48,SP,63977,2,0,12th Pass,8989993,0,0
Jaunpur,SHAHGANJ,GEN,RANA AJEET PRATAP SINGH,M,GEN,48,OTHERS,58656,2,3,Post Graduate,42261980,0,0
Meerut,HASTINAPUR,SC,YOGESH VERMA,M,SC,48,BSP,63374,2,5,12th Pass,26875816,7837052,0
Shrawasti,BHINGA,GEN,ALEKSHENDRA KANT SINGH,M,GEN,49,BJP,69950,2,0,12th Pass,41035969,0,0
Ghaziabad,SAHIBABAD,GEN,AMARPAL,M,GEN,49,INC,112056,2,0,12th Pass,242448764,127000,0
Kanpur Nagar,GOVINDNAGAR,GEN,AMBUJ SHIKLA,M,GEN,49,INC,40520,2,1,Post Graduate,8368000,1550000,0
Kanpur Dehat,BHOGNIPUR,GEN,DHARMPAL SINGH BHADAURIA,M,GEN,49,BSP,52461,2,1,Graduate,21246531,4000265,0
Amethi,AMETHI,GEN,GAYTRI PRASAD,M,GEN,49,SP,59161,2,0,Graduate,100251101,23129881,0
Pratapgarh,KUNDA,GEN,JANKI SHARAN,M,GEN,49,BJP,32950,2,0,Graduate,36626796,2136681,0
Ballia,BAIRIA,GEN,JAY PRAKASH ANCHAL,M,GEN,49,SP,47791,2,0,Post Graduate,16605825,1.00E+06,0
Azamgarh,ATRAULIYA,GEN,KANHAIYA LAL NISHAD,M,GEN,49,BJP,71809,2,0,Literate,27679700,1500247,0
Varanasi,ROHANIYA,GEN,MAHENDRA SINGH  PATEL,M,GEN,49,SP,62332,2,1,Literate,15754091,993330,0
Pratapgarh,PRATAPGARH,GEN,NAGENDRA SINGH &QUOT; MUNNA YADAV&QUOT;,M,GEN,49,SP,46274,2,0,Graduate,31805874,3900000,0
Hapur,GARHMUKTESHWAR,GEN,PRASHANT CHAUDHARY,M,GEN,49,BSP,55792,2,1,Post Graduate,265731343,5917980,0
Baghpat,CHHAPRAULI,GEN,SATENDER SINGH,M,GEN,49,BJP,61282,2,0,12th Pass,4996039,0,0
Rae Bareli,SALON,SC,SURESH CHAUDHARY,M,SC,49,INC,61973,2,1,12th Pass,19487939,4756877,0
Rae Bareli,SARENI,GEN,THAKUR PRASAD YADAV,M,GEN,49,BSP,52866,2,0,12th Pass,89442518,17444263,0
Sitapur,SEVATA,GEN,ENGINEER MOHAMMAD NASIM,M,GEN,50,BSP,51038,2,0,Post Graduate,11495254,0,0
Deoria,BHATPAR RANI,GEN,JAYNATH KUSHWAHA URF GUDDAN,M,GEN,50,BJP,50765,2,0,Post Graduate,13798973,0,0
Chandauli,CHAKIA,SC,JITENDRA KUMAR,M,SC,50,BSP,76827,2,0,Graduate,35273972,5950000,0
Kanpur Nagar,BILHAUR,SC,KAMLESH CHANDRA DIWAKAR,M,SC,50,BSP,71160,2,1,Post Graduate,64429572,6373545,0
Saharanpur,DEOBAND,GEN,MAJID ALI,M,GEN,50,BSP,72844,2,0,Literate,313141134,100139451,0
Bareilly,BAHERI,GEN,NASEEM AHMAD,M,GEN,50,BSP,66009,2,0,Post Graduate,61999703,4140000,0
Mathura,BALDEV,SC,NIRANJAN SINGH DHANGAR,M,SC,50,OTHERS,75203,2,1,Graduate,17326885,4510340,0
Aligarh,KHAIR,SC,RAKESH KUMAR MAURYA,M,SC,50,BSP,53477,2,0,12th Pass,57352167,4845891,0
Gonda,MANKAPUR,SC,RAMESH CHANDRA,M,SC,50,BSP,42701,2,0,Post Graduate,50699000,0,0
Sonbhadra,GHORAWAL,GEN,RAMESH CHANDRA DUBEY,M,GEN,50,SP,56656,2,1,12th Pass,55698890,4236086,0
Meerut,MEERUT CANTT.,GEN,SATENDRA SOLANKI,M,GEN,50,BSP,55899,2,3,Graduate,36253819,3395837,0
Ghaziabad,MURADNAGAR,GEN,SUDHAN KUMAR,M,GEN,50,BSP,51147,2,0,Graduate,333037721,0,0
Mahoba,CHARKHARI,GEN,URMILA DEVI,F,GEN,50,SP,54346,2,0,Literate,9129252,0,0
Unnao,PURWA,GEN,UTTAM CHANDRA URF RAKESH LODHI,M,GEN,50,BJP,71084,2,0,Post Graduate,53324744,3692169,0
Gonda,TARABGANJ,GEN,VINOD KUMAR ALIS PANDIT SINGH,M,GEN,50,SP,61852,2,1,12th Pass,20993164,2500000,0
Kanpur Nagar,KIDWAI NAGAR,GEN,AJAY KAPOOR,M,GEN,51,INC,77424,2,1,Graduate,313990086,91529107,0
Sant Kabir Nagar,MENHDAWAL,GEN,ANIL KUMAR TRIPATHI,M,GEN,51,BSP,44062,2,15,Illiterate,76838606,0,0
PILIBHIT,BISALPUR,GEN,ANIS AHMAD KHAN ALIAS PHOOLBABU,M,GEN,51,INC,62502,2,0,Graduate,32727482,1125000,0
Barabanki,RAM NAGAR,GEN,ARVINDA KUMAR SINGH,M,GEN,51,SP,66210,2,1,Graduate,21311940,0,0
Varanasi,PINDRA,GEN,BABULAL,M,GEN,51,BSP,53765,2,7,Graduate,17705094,0,0
Amroha,NAUGAWAN SADAT,GEN,JAVED ABBAS,M,GEN,51,SP,76382,2,0,Post Graduate,39272000,0,0
Siddharthnagar,BANSI,GEN,LAL JI,M,GEN,51,SP,58606,2,1,12th Pass,27008143,1103521,0
Agra,BAH,GEN,MADHUSUDAN SHARMA,M,GEN,51,BSP,57427,2,1,Literate,172592239,41628802,0
Mau,MAU,GEN,MAHENDRA,M,GEN,51,OTHERS,88095,2,0,Literate,8279370,0,0
Lucknow,BAKSHI KAA TALAB,GEN,NAKUL DUBEY,M,GEN,51,BSP,78898,2,0,Literate,440000,0,0
Maharajganj,MAHARAJGANJ,SC,NIRMESH MANGAL,M,SC,51,BSP,56793,2,2,Post Graduate,3648234,0,0
Unnao,MOHAN,SC,RADHE LAL RAWAT S/O MUNNU,M,SC,51,BSP,50789,2,1,Post Graduate,19025101,0,0
Kheri,MOHAMMDI,GEN,SANJAY SHARMA,M,GEN,51,INC,59082,2,0,Graduate,11064159,0,0
Mahoba,MAHOBA,GEN,SIDDH GOPAL SAHU,M,GEN,51,SP,56904,2,0,Post Graduate,59790434,11184977,0
Mainpuri,KISHNI,SC,SUNIL KUMAR,M,SC,51,BJP,63946,2,0,Graduate,28930947,0,0
Aligarh,ATRAULI,GEN,VIRESH YADAV,M,GEN,51,SP,64430,2,3,Graduate,32877500,0,0
Ballia,SIKANDERPUR,GEN,ZIYAUDDIN RIZVI,M,GEN,51,SP,45988,2,0,Graduate,22463063,0,0
